route_number,route_name,route_destination,day_type,day,time_period,early_stops,late_stops,on-time_stops,key,datetime_x,date,datetime_y,tempmax,tempmin,temp,dew,humidity,precip,snow,windgust,windspeed,visibility
68,Grosvenor,River Heights via Wellington Crescent,Weekday,2024-12-11,18:30-22:30,0,34.0,0.0,68##River Heights via Wellington Crescent##20241211000000##Weekday##18:30-22:30,2024-12-12 17:00:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
16,Selkirk-Osborne,Selkirk & McPhillips,Weekday,2024-12-11,16:00-18:30,0,23.0,0.0,16##Selkirk & McPhillips##20241211000000##Weekday##16:00-18:30,2024-12-12 10:30:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
29,Sherbrook - Stafford,Beaumont Station via Stafford,Weekday,2024-12-11,16:00-18:30,0,75.0,0.0,29##Beaumont Station via Stafford##20241211000000##Weekday##16:00-18:30,2024-12-12 10:30:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
42,Plessis Express,Lakeside Meadows,Weekday,2024-12-11,18:30-22:30,0,34.0,0.0,42##Lakeside Meadows##20241211000000##Weekday##18:30-22:30,2024-12-12 17:00:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
67,Charleswood Express,Westdale via,Weekday,2024-12-11,09:00-16:00,0,0.0,1.0,67##Westdale via##20241211000000##Weekday##09:00-16:00,2024-12-12 01:00:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
694,Wildwood,Seel Station via Wildwood,Weekday,2024-12-31,09:00-16:00,16,0.0,7.0,694##Seel Station via Wildwood##20241231000000##Weekday##09:00-16:00,2025-01-01 01:00:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
74,Kenaston,University of Manitoba,Weekday,2024-12-31,09:00-16:00,45,158.0,250.0,74##University of Manitoba##20241231000000##Weekday##09:00-16:00,2025-01-01 01:00:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
16,Selkirk-Osborne,Island Lakes via Southdale Centre,Weekday,2024-12-31,09:00-16:00,239,314.0,387.0,16##Island Lakes via Southdale Centre##20241231000000##Weekday##09:00-16:00,2025-01-01 01:00:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
36,Northwest Super Express,Maples,Weekday,2024-12-31,16:00-18:30,370,30.0,269.0,36##Maples##20241231000000##Weekday##16:00-18:30,2025-01-01 10:30:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
46,Transcona Express,Plessis & Regent,Weekday,2024-12-31,16:00-18:30,21,0.0,99.0,46##Plessis & Regent##20241231000000##Weekday##16:00-18:30,2025-01-01 10:30:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
694,Wildwood,Fort Garry Industrial Park via Wildwood,Weekday,2024-12-31,09:00-16:00,0,0.0,18.0,694##Fort Garry Industrial Park via Wildwood##20241231000000##Weekday##09:00-16:00,2025-01-01 01:00:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
23,Broadway - William,Fort and Assiniboine via Maryland,Weekday,2024-12-31,09:00-16:00,119,14.0,220.0,23##Fort and Assiniboine via Maryland##20241231000000##Weekday##09:00-16:00,2025-01-01 01:00:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
23,Broadway - William,Fort and Assiniboine via Maryland,Weekday,2024-12-31,16:00-18:30,115,26.0,128.0,23##Fort and Assiniboine via Maryland##20241231000000##Weekday##16:00-18:30,2025-01-01 10:30:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
21,Portage Express,Crestview,Weekday,2024-12-31,09:00-16:00,27,21.0,196.0,21##Crestview##20241231000000##Weekday##09:00-16:00,2025-01-01 01:00:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
46,Transcona Express,Transcona via Kildare,Weekday,2024-12-31,16:00-18:30,61,19.0,100.0,46##Transcona via Kildare##20241231000000##Weekday##16:00-18:30,2025-01-01 10:30:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
22,Assiniboia Express,St.Charles,Weekday,2024-12-31,09:00-16:00,0,4.0,2.0,22##St.Charles##20241231000000##Weekday##09:00-16:00,2025-01-01 01:00:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
28,Brookside Express,City Hall,Weekday,2024-12-31,18:30-22:30,0,0.0,2.0,28##City Hall##20241231000000##Weekday##18:30-22:30,2025-01-01 17:00:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
21,Portage Express,Grace Hospital,Weekday,2024-12-31,18:30-22:30,1,0.0,0.0,21##Grace Hospital##20241231000000##Weekday##18:30-22:30,2025-01-01 17:00:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
71,Arlington,Templeton via Sinclair,Weekday,2024-12-31,16:00-18:30,81,0.0,20.0,71##Templeton via Sinclair##20241231000000##Weekday##16:00-18:30,2025-01-01 10:30:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
22,Assiniboia Express,Crestview,Weekday,2024-12-31,09:00-16:00,0,0.0,11.0,22##Crestview##20241231000000##Weekday##09:00-16:00,2025-01-01 01:00:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
691,Whyte Ridge,Whyte Ridge via Scurfield,Weekday,2024-12-31,18:30-22:30,5,0.0,0.0,691##Whyte Ridge via Scurfield##20241231000000##Weekday##18:30-22:30,2025-01-01 17:00:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
31,Keewatin Express,Meadows West,Weekday,2024-12-31,09:00-16:00,0,0.0,1.0,31##Meadows West##20241231000000##Weekday##09:00-16:00,2025-01-01 01:00:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
96,St. Vital Centre - Windsor Park,Paterson Loop via Southdale,Weekday,2024-12-31,18:30-22:30,5,0.0,7.0,96##Paterson Loop via Southdale##20241231000000##Weekday##18:30-22:30,2025-01-01 17:00:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
47,Transcona - Pembina,Transcona via Regent,Weekday,2025-01-02,18:30-22:30,122,1.0,144.0,47##Transcona via Regent##20250102000000##Weekday##18:30-22:30,2025-01-03 17:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
93,South St. Vital - St. Marys,St. Vital Centre,Weekday,2025-01-02,18:30-22:30,56,0.0,169.0,93##St. Vital Centre##20250102000000##Weekday##18:30-22:30,2025-01-03 17:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
36,Northwest Super Express,University of Manitoba,Weekday,2025-01-03,05:00-09:00,383,67.0,825.0,36##University of Manitoba##20250103000000##Weekday##05:00-09:00,2025-01-03 14:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
16,Selkirk-Osborne,Plaza Dr via St. Vital Centre,Weekday,2025-01-03,05:00-09:00,140,74.0,519.0,16##Plaza Dr via St. Vital Centre##20250103000000##Weekday##05:00-09:00,2025-01-03 14:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
15,Sargent-Mountain,Inkster Park via Church,Weekday,2025-01-03,05:00-09:00,67,3.0,196.0,15##Inkster Park via Church##20250103000000##Weekday##05:00-09:00,2025-01-03 14:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
14,Ellice-St. Mary's,Ferry Road,Weekday,2024-12-31,18:30-22:30,21,125.0,237.0,14##Ferry Road##20241231000000##Weekday##18:30-22:30,2025-01-01 17:00:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
68,Grosvenor,River Heights via Wellington Crescent,Weekday,2025-01-03,05:00-09:00,40,8.0,142.0,68##River Heights via Wellington Crescent##20250103000000##Weekday##05:00-09:00,2025-01-03 14:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
96,St. Vital Centre - Windsor Park,St. Vital Centre,Weekday,2025-01-03,05:00-09:00,34,3.0,266.0,96##St. Vital Centre##20250103000000##Weekday##05:00-09:00,2025-01-03 14:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
74,Kenaston,Polo Park,Weekday,2025-01-03,05:00-09:00,73,32.0,220.0,74##Polo Park##20250103000000##Weekday##05:00-09:00,2025-01-03 14:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
47,Transcona - Pembina,Transcona via Regent,Weekday,2025-01-03,05:00-09:00,314,42.0,412.0,47##Transcona via Regent##20250103000000##Weekday##05:00-09:00,2025-01-03 14:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
16,Selkirk-Osborne,Island Lakes via Southdale Centre,Weekday,2025-01-03,05:00-09:00,137,123.0,301.0,16##Island Lakes via Southdale Centre##20250103000000##Weekday##05:00-09:00,2025-01-03 14:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
43,Munroe,Kildonan Place,Weekday,2025-01-02,18:30-22:30,18,267.0,34.0,43##Kildonan Place##20250102000000##Weekday##18:30-22:30,2025-01-03 17:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
662,Richmond,Markham Station via Richmond West,Weekday,2025-01-02,16:00-18:30,57,46.0,278.0,662##Markham Station via Richmond West##20250102000000##Weekday##16:00-18:30,2025-01-03 10:30:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
24,Ness Express,City Hall,Weekday,2025-01-03,05:00-09:00,39,108.0,286.0,24##City Hall##20250103000000##Weekday##05:00-09:00,2025-01-03 14:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
334,Adsum,Garden City Centre,Weekday,2025-01-02,16:00-18:30,5,26.0,44.0,334##Garden City Centre##20250102000000##Weekday##16:00-18:30,2025-01-03 10:30:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
98,Westdale - Grace Hospital,Grace Hospital,Weekday,2025-01-03,05:00-09:00,37,0.0,87.0,98##Grace Hospital##20250103000000##Weekday##05:00-09:00,2025-01-03 14:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
78,Waverley,Polo Park,Weekday,2025-01-02,22:30-05:00,20,0.0,15.0,78##Polo Park##20250102000000##Weekday##22:30-05:00,2025-01-03 03:30:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
93,South St. Vital - St. Marys,Highbury & Southfields,Weekday,2025-01-02,16:00-18:30,20,1.0,138.0,93##Highbury & Southfields##20250102000000##Weekday##16:00-18:30,2025-01-03 10:30:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
330,Murray,Garden City Centre,Weekday,2025-01-02,05:00-09:00,11,6.0,84.0,330##Garden City Centre##20250102000000##Weekday##05:00-09:00,2025-01-02 14:00:00+00:00,2025-01-02,2025-01-02 00:00:00+00:00,23.7,-2.7,11.5,3.7,70.7,0.002,0.1,30.0,9.3,13.3
330,Murray,Garden City Centre,Weekday,2025-01-02,09:00-16:00,35,24.0,73.0,330##Garden City Centre##20250102000000##Weekday##09:00-16:00,2025-01-03 01:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
662,Richmond,University of Manitoba,Weekday,2025-01-02,05:00-09:00,37,1.0,160.0,662##University of Manitoba##20250102000000##Weekday##05:00-09:00,2025-01-02 14:00:00+00:00,2025-01-02,2025-01-02 00:00:00+00:00,23.7,-2.7,11.5,3.7,70.7,0.002,0.1,30.0,9.3,13.3
662,Richmond,Markham Station via Richmond West,Weekday,2025-01-02,18:30-22:30,2,11.0,151.0,662##Markham Station via Richmond West##20250102000000##Weekday##18:30-22:30,2025-01-03 17:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
75,Crosstown East,Kildonan Place,Weekday,2025-01-02,18:30-22:30,71,0.0,48.0,75##Kildonan Place##20250102000000##Weekday##18:30-22:30,2025-01-03 17:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
677,Wilkes,Kenaston Common via Industrial Park,Weekday,2025-01-02,09:00-16:00,32,21.0,27.0,677##Kenaston Common via Industrial Park##20250102000000##Weekday##09:00-16:00,2025-01-03 01:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
88,Inkster Industrial Park - Scotia,Fife,Weekday,2025-01-03,05:00-09:00,61,2.0,111.0,88##Fife##20250103000000##Weekday##05:00-09:00,2025-01-03 14:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
649,Chevrier,Fort Whyte Alive,Weekday,2025-01-03,05:00-09:00,62,1.0,122.0,649##Fort Whyte Alive##20250103000000##Weekday##05:00-09:00,2025-01-03 14:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
21,Portage Express,City Hall,Weekday,2025-01-02,16:00-18:30,145,318.0,578.0,21##City Hall##20250102000000##Weekday##16:00-18:30,2025-01-03 10:30:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
60,Pembina,Downtown,Weekday,2025-01-02,05:00-09:00,129,96.0,419.0,60##Downtown##20250102000000##Weekday##05:00-09:00,2025-01-02 14:00:00+00:00,2025-01-02,2025-01-02 00:00:00+00:00,23.7,-2.7,11.5,3.7,70.7,0.002,0.1,30.0,9.3,13.3
15,Sargent-Mountain,Airport via Wellington,Weekday,2025-01-02,09:00-16:00,138,12.0,91.0,15##Airport via Wellington##20250102000000##Weekday##09:00-16:00,2025-01-03 01:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
16,Selkirk-Osborne,Tyndall Park via Manitoba,Weekday,2025-01-02,09:00-16:00,252,31.0,545.0,16##Tyndall Park via Manitoba##20250102000000##Weekday##09:00-16:00,2025-01-03 01:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
71,Arlington,Portage via Sinclair,Weekday,2025-01-02,05:00-09:00,38,41.0,8.0,71##Portage via Sinclair##20250102000000##Weekday##05:00-09:00,2025-01-02 14:00:00+00:00,2025-01-02,2025-01-02 00:00:00+00:00,23.7,-2.7,11.5,3.7,70.7,0.002,0.1,30.0,9.3,13.3
71,Arlington,Templeton via Sinclair,Weekday,2025-01-02,05:00-09:00,39,21.0,42.0,71##Templeton via Sinclair##20250102000000##Weekday##05:00-09:00,2025-01-02 14:00:00+00:00,2025-01-02,2025-01-02 00:00:00+00:00,23.7,-2.7,11.5,3.7,70.7,0.002,0.1,30.0,9.3,13.3
14,Ellice-St. Mary's,Ferry Road,Weekday,2025-01-02,09:00-16:00,343,43.0,775.0,14##Ferry Road##20250102000000##Weekday##09:00-16:00,2025-01-03 01:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
14,Ellice-St. Mary's,South St. Vital via Dakota,Weekday,2025-01-02,05:00-09:00,72,192.0,328.0,14##South St. Vital via Dakota##20250102000000##Weekday##05:00-09:00,2025-01-02 14:00:00+00:00,2025-01-02,2025-01-02 00:00:00+00:00,23.7,-2.7,11.5,3.7,70.7,0.002,0.1,30.0,9.3,13.3
50,Archibald,Sage Creek,Weekday,2025-01-02,09:00-16:00,21,1.0,26.0,50##Sage Creek##20250102000000##Weekday##09:00-16:00,2025-01-03 01:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
676,Bridgwater/River Road,Centre Street via Bridgwater,Weekday,2025-01-02,18:30-22:30,59,135.0,216.0,676##Centre Street via Bridgwater##20250102000000##Weekday##18:30-22:30,2025-01-03 17:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
635,Osborne Village,Misericordia Health Centre,Weekday,2025-01-02,18:30-22:30,0,16.0,149.0,635##Misericordia Health Centre##20250102000000##Weekday##18:30-22:30,2025-01-03 17:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
18,North Main-Corydon,Garden City Centre via Jefferson,Weekday,2025-01-02,18:30-22:30,38,53.0,146.0,18##Garden City Centre via Jefferson##20250102000000##Weekday##18:30-22:30,2025-01-03 17:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
19,Marion-Logan-Notre Dame,via Drake,Weekday,2025-01-02,18:30-22:30,0,40.0,0.0,19##via Drake##20250102000000##Weekday##18:30-22:30,2025-01-03 17:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
641,Lindenwoods West,Beaumont Station via Lindenwoods West,Weekday,2025-01-02,09:00-16:00,16,6.0,223.0,641##Beaumont Station via Lindenwoods West##20250102000000##Weekday##09:00-16:00,2025-01-03 01:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
24,Ness Express,Unicity,Weekday,2025-01-02,09:00-16:00,220,57.0,520.0,24##Unicity##20250102000000##Weekday##09:00-16:00,2025-01-03 01:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
19,Marion-Logan-Notre Dame,Elizabeth & Drake,Weekday,2025-01-02,16:00-18:30,15,0.0,7.0,19##Elizabeth & Drake##20250102000000##Weekday##16:00-18:30,2025-01-03 10:30:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
22,Assiniboia Express,Westwood,Weekday,2025-01-02,16:00-18:30,9,72.0,91.0,22##Westwood##20250102000000##Weekday##16:00-18:30,2025-01-03 10:30:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
34,McPhillips Super Express,Maples,Weekday,2025-01-02,09:00-16:00,4,0.0,3.0,34##Maples##20250102000000##Weekday##09:00-16:00,2025-01-03 01:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
88,Inkster Industrial Park - Scotia,Cathedral & Main,Weekday,2025-01-02,05:00-09:00,79,11.0,176.0,88##Cathedral & Main##20250102000000##Weekday##05:00-09:00,2025-01-02 14:00:00+00:00,2025-01-02,2025-01-02 00:00:00+00:00,23.7,-2.7,11.5,3.7,70.7,0.002,0.1,30.0,9.3,13.3
16,Selkirk-Osborne,Island Lakes via Southdale Centre,Weekday,2025-01-02,05:00-09:00,354,23.0,409.0,16##Island Lakes via Southdale Centre##20250102000000##Weekday##05:00-09:00,2025-01-02 14:00:00+00:00,2025-01-02,2025-01-02 00:00:00+00:00,23.7,-2.7,11.5,3.7,70.7,0.002,0.1,30.0,9.3,13.3
32,North Main Express,Riverbend,Weekday,2025-01-02,16:00-18:30,76,31.0,125.0,32##Riverbend##20250102000000##Weekday##16:00-18:30,2025-01-03 10:30:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
20,Academy-Watt,Airport Terminal,Weekday,2025-01-02,16:00-18:30,61,85.0,92.0,20##Airport Terminal##20250102000000##Weekday##16:00-18:30,2025-01-03 10:30:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
28,Brookside Express,Inkster Industrial Park,Weekday,2025-01-02,05:00-09:00,1,100.0,183.0,28##Inkster Industrial Park##20250102000000##Weekday##05:00-09:00,2025-01-02 14:00:00+00:00,2025-01-02,2025-01-02 00:00:00+00:00,23.7,-2.7,11.5,3.7,70.7,0.002,0.1,30.0,9.3,13.3
38,Salter,The Forks,Weekday,2025-01-02,09:00-16:00,59,44.0,290.0,38##The Forks##20250102000000##Weekday##09:00-16:00,2025-01-03 01:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
67,Charleswood Express,Westdale via,Weekday,2025-01-02,18:30-22:30,0,22.0,0.0,67##Westdale via##20250102000000##Weekday##18:30-22:30,2025-01-03 17:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
33,Maples,Maples via Jefferson,Weekday,2025-01-02,09:00-16:00,147,0.0,176.0,33##Maples via Jefferson##20250102000000##Weekday##09:00-16:00,2025-01-03 01:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
649,Chevrier,Fort Whyte Alive,Sunday,2025-01-01,16:00-18:30,4,3.0,80.0,649##Fort Whyte Alive##20250101000000##Sunday##16:00-18:30,2025-01-02 10:30:00+00:00,2025-01-02,2025-01-02 00:00:00+00:00,23.7,-2.7,11.5,3.7,70.7,0.002,0.1,30.0,9.3,13.3
11,Portage-Kildonan,Polo Park,Sunday,2025-01-01,16:00-18:30,23,72.0,122.0,11##Polo Park##20250101000000##Sunday##16:00-18:30,2025-01-02 10:30:00+00:00,2025-01-02,2025-01-02 00:00:00+00:00,23.7,-2.7,11.5,3.7,70.7,0.002,0.1,30.0,9.3,13.3
19,Marion-Logan-Notre Dame,via Notre Dame,Sunday,2025-01-01,16:00-18:30,0,52.0,57.0,19##via Notre Dame##20250101000000##Sunday##16:00-18:30,2025-01-02 10:30:00+00:00,2025-01-02,2025-01-02 00:00:00+00:00,23.7,-2.7,11.5,3.7,70.7,0.002,0.1,30.0,9.3,13.3
83,Unicity - Strauss Dr - Murray Industrial Park,Unicity,Weekday,2024-12-31,16:00-18:30,59,33.0,190.0,83##Unicity##20241231000000##Weekday##16:00-18:30,2025-01-01 10:30:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
83,Unicity - Strauss Dr - Murray Industrial Park,Unicity,Weekday,2024-12-31,18:30-22:30,0,0.0,47.0,83##Unicity##20241231000000##Weekday##18:30-22:30,2025-01-01 17:00:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
79,Charleswood,Polo Park via Kenaston,Weekday,2024-12-31,18:30-22:30,5,40.0,362.0,79##Polo Park via Kenaston##20241231000000##Weekday##18:30-22:30,2025-01-01 17:00:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
43,Munroe,Kildonan Place,Weekday,2024-12-31,18:30-22:30,61,79.0,181.0,43##Kildonan Place##20241231000000##Weekday##18:30-22:30,2025-01-01 17:00:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
19,Marion-Logan-Notre Dame,via Notre Dame,Sunday,2025-01-01,05:00-09:00,0,25.0,67.0,19##via Notre Dame##20250101000000##Sunday##05:00-09:00,2025-01-01 14:00:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
BLUE,Route BLUE,St. Norbert,Sunday,2025-01-01,05:00-09:00,2,6.0,53.0,BLUE##St. Norbert##20250101000000##Sunday##05:00-09:00,2025-01-01 14:00:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
11,Portage-Kildonan,Polo Park,Sunday,2025-01-01,09:00-16:00,40,177.0,186.0,11##Polo Park##20250101000000##Sunday##09:00-16:00,2025-01-02 01:00:00+00:00,2025-01-02,2025-01-02 00:00:00+00:00,23.7,-2.7,11.5,3.7,70.7,0.002,0.1,30.0,9.3,13.3
